organism,seedid,oxygenstat,metabolism,gram,mtype,genes,reactions,metabolites,draftcreator,draftcreated,ncbiid,platform,kingdom,phylum,class,order,family,genus,species,file,strain,kbaseid,id,summary_rank
Microbacterium oleivorans NBRC 103075,,Obligate aerobe,"Saccharolytic, respiratory",Positive,,757.0,1375.0,1074.0,chenry,04/15/16,1223528.0,ModelSEED,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Microbacteriaceae,Microbacterium,Microbacterium oleivorans,Microbacterium_oleivorans.json,Microbacterium oleivorans NBRC 103075,kb|g.241914,Microbacterium_oleivorans,species
Microbacterium paraoxydans 77MFTsu3.2,Microbacterium paraoxydans 77MFTsu3.2 (1151126.3),Obligate aerobe,"Saccharolytic, respiratory",Positive,Pathogen,819.0,1392.0,1069.0,chenry,04/15/16,1151126.0,ModelSEED,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Microbacteriaceae,Microbacterium,Microbacterium paraoxydans,Microbacterium_paraoxydans.json,Microbacterium paraoxydans 77MFTsu3.2,kb|g.29982,Microbacterium_paraoxydans,species
Micrococcus luteus NCTC 2665,Micrococcus luteus NCTC 2665 (465515.4),Obligate aerobe,"Saccharolytic, respiratory",Positive,Opportunistic pathogen,686.0,1194.0,951.0,chenry,04/15/16,465515.0,Kbase,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Micrococcaceae,Micrococcus,Micrococcus luteus,Micrococcus_luteus.json,Micrococcus luteus NCTC 2665,kb|g.1629,Micrococcus_luteus,species
Micromonospora aurantiaca ATCC 27029,Micromonospora aurantiaca ATCC 27029 (644283.3),Microaerophile,Saccharolytic,Positive,Pathogen,1188.0,1469.0,1101.0,chenry,04/15/16,644283.0,Kbase,Bacteria,Actinobacteria,Actinobacteria,Micromonosporales,Micromonosporaceae,Micromonospora,Micromonospora aurantiaca,Micromonospora_aurantiaca.json,Micromonospora aurantiaca ATCC 27029,kb|g.2745,Micromonospora_aurantiaca,species
Mitsuokella jalaludinii DSM 13811,,Obligate anaerobe,"Saccharolytic, fermentative",Negative,,677.0,1215.0,904.0,Laura Kutt,04/18/16,1410665.0,Kbase,Bacteria,Firmicutes,Negativicutes,Selenomonadales,Selenomonadaceae,Mitsuokella,Mitsuokella jalaludinii,Mitsuokella_jalaludinii.json,Mitsuokella jalaludinii DSM 13811,kb|g.241944,Mitsuokella_jalaludinii,species
Mitsuokella multacida DSM 20544,Mitsuokella multacida DSM 20544 (500635.8),Obligate anaerobe,"Saccharolytic, fermentative",Negative,Commensal,698.0,1750.0,1184.0,Ines Thiele,06/25/12,500635.0,Kbase,Bacteria,Firmicutes,Negativicutes,Selenomonadales,Selenomonadaceae,Mitsuokella,Mitsuokella multacida,Mitsuokella_multacida.json,Mitsuokella multacida DSM 20544,,Mitsuokella_multacida,species
Mobiluncus curtisii ATCC 43063,Mobiluncus curtisii ATCC 43063 (548479.6),Obligate anaerobe,"Saccharolytic, fermentative",Negative,Opportunistic pathogen,562.0,1088.0,862.0,chenry,04/15/16,548479.0,ModelSEED,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Actinomycetaceae,Mobiluncus,Mobiluncus curtisii,Mobiluncus_curtisii.json,Mobiluncus curtisii ATCC 43063,kb|g.2215,Mobiluncus_curtisii,species
Mogibacterium timidum ATCC 33093,,Obligate anaerobe,Asaccharolytic,Positive,,419.0,955.0,800.0,,,1401079.0,ModelSEED,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiales Family XIII. Incertae Sedis,Mogibacterium,Mogibacterium timidum,Mogibacterium_timidum.json,Mogibacterium timidum ATCC 33093,kb|g.212219,Mogibacterium_timidum,species
Moraxella catarrhalis RH4,Moraxella catarrhalis RH4 (749219.3),Aerobe,Respiratory,Negative,,611.0,1175.0,950.0,Laura Kutt,04/18/16,749219.0,Kbase,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Moraxella,Moraxella catarrhalis,Moraxella_catarrhalis.json,Moraxella catarrhalis RH4,kb|g.3162,Moraxella_catarrhalis,species
Morganella morganii subsp. morganii KT,Morganella morganii subsp. morganii KT (1124991.3),Facultative anaerobe,"Fermentative, respiratory",Negative,,1070.0,1577.0,1132.0,Laura Kutt,04/18/16,1124991.0,Kbase,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Morganellaceae,Morganella,Morganella morganii,Morganella_morganii.json,Morganella morganii subsp. morganii KT,kb|g.24411,Morganella_morganii,species
Mycobacterium avium subsp. avium ATCC 25291,Mycobacterium avium subsp. avium ATCC 25291 (553481.3),Microaerophile,,Positive,Pathogen,1034.0,1459.0,1106.0,chenry,04/15/16,553481.0,Kbase,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycobacterium,Mycobacterium avium,Mycobacterium_avium.json,Mycobacterium avium subsp. avium ATCC 25291,kb|g.2261,Mycobacterium_avium,species
Mycobacterium fortuitum subsp. fortuitum DSM 46621,Mycobacterium fortuitum subsp. fortuitum DSM 46621 (1214102.3),Microaerophile,,Positive,Opportunistic pathogen,1320.0,1521.0,1146.0,chenry,04/15/16,1214102.0,Kbase,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycolicibacterium,Mycolicibacterium fortuitum,Mycolicibacterium_fortuitum.json,Mycobacterium fortuitum subsp. fortuitum DSM 46621,kb|g.25575,Mycolicibacterium_fortuitum,species
Mycoplasma hominis ATCC 23114,Mycoplasma hominis ATCC 23114 (347256.5),Obligate anaerobe,Ferments only arginine,Negative due to the absence of a cell wall,Pathogen,184.0,492.0,391.0,chenry,09/09/14,347256.0,Kbase,Bacteria,Tenericutes,Mollicutes,Mycoplasmatales,Mycoplasmataceae,Mycoplasma,Mycoplasma hominis,Mycoplasma_hominis.json,Mycoplasma hominis ATCC 23114,kb|g.26459,Mycoplasma_hominis,species
Mycoplasma pneumoniae 309,Mycoplasma pneumoniae 309 (1112856.4),Obligate anaerobe,Ferments only glucose,Negative due to the absence of a cell wall,Pathogen,219.0,535.0,425.0,chenry,09/10/14,1112856.0,Kbase,Bacteria,Tenericutes,Mollicutes,Mycoplasmatales,Mycoplasmataceae,Mycoplasma,Mycoplasma pneumoniae,Mycoplasma_pneumoniae.json,Mycoplasma pneumoniae 309,kb|g.24310,Mycoplasma_pneumoniae,species
Neisseria cinerea ATCC 14685,Neisseria cinerea ATCC 14685 (546262.4),Aerobe,Asaccharolytic,Negative,,613.0,1138.0,893.0,Laura Kutt,04/18/16,546262.0,ModelSEED,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,Neisseria,Neisseria cinerea,Neisseria_cinerea.json,Neisseria cinerea ATCC 14685,kb|g.2181,Neisseria_cinerea,species
Neisseria elongata subsp. glycolytica ATCC 29315,Neisseria elongata subsp. glycolytica ATCC 29315 (546263.3),Aerobe,"Oxidative, non-fermentative",Negative,,719.0,1167.0,914.0,Laura Kutt,04/18/16,546263.0,ModelSEED,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,Neisseria,Neisseria elongata,Neisseria_elongata.json,Neisseria elongata subsp. glycolytica ATCC 29315,kb|g.2182,Neisseria_elongata,species
Neisseria flavescens SK114,Neisseria flavescens SK114 (596320.3),Aerobe,"Saccharolytic, non-fermentative",Negative,,703.0,1244.0,950.0,Laura Kutt,04/18/16,596320.0,Kbase,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,Neisseria,Neisseria flavescens,Neisseria_flavescens.json,Neisseria flavescens SK114,kb|g.2606,Neisseria_flavescens,species
Neisseria macacae ATCC 33926,,Facultative anaerobe,"Saccharolytic, non-fermentative",Negative,,633.0,1192.0,926.0,Laura Kutt,04/18/16,997348.0,Kbase,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,Neisseria,Neisseria macacae,Neisseria_macacae.json,Neisseria macacae ATCC 33926,kb|g.28897,Neisseria_macacae,species
Neisseria mucosa ATCC 25996,Neisseria mucosa ATCC 25996 (546266.6),Facultative anaerobe,"Saccharolytic, non-fermentative",Negative,,706.0,1263.0,946.0,Laura Kutt,04/18/16,546266.0,ModelSEED,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,Neisseria,Neisseria mucosa,Neisseria_mucosa.json,Neisseria mucosa ATCC 25996,kb|g.2185,Neisseria_mucosa,species
Neisseria subflava NJ9703,Neisseria subflava NJ9703 (546268.4),Aerobe,"Oxidative, non-fermentative",Negative,Opportunistic pathogen,701.0,1239.0,948.0,Laura Kutt,04/18/16,546268.0,ModelSEED,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,Neisseria,Neisseria subflava,Neisseria_subflava.json,Neisseria subflava NJ9703,kb|g.2187,Neisseria_subflava,species
Nevskia ramosa DSM 11499,,Anaerobe,Fermentative,Negative,,898.0,1430.0,1099.0,Laura Kutt,04/19/16,1122603.0,ModelSEED,Bacteria,Proteobacteria,Gammaproteobacteria,Nevskiales,Sinobacteraceae,Nevskia,Nevskia ramosa,Nevskia_ramosa.json,Nevskia ramosa DSM 11499,kb|g.207204,Nevskia_ramosa,species
Oceanobacillus picturae strain S1,,Aerobe,"Respiratory, non fermentative",Positive,,922.0,1450.0,1093.0,Laura Kutt,04/19/16,333381.0,ModelSEED,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Oceanobacillus,Oceanobacillus sp. S1,Oceanobacillus_sp__S1.json,Oceanobacillus picturae strain S1,kb|g.242144,Oceanobacillus_sp__S1,species
Ochrobactrum anthropi ATCC 49188,Ochrobactrum anthropi ATCC 49188 (439375.7),Facultative anaerobe,Fermentative,Negative,,1188.0,1566.0,1167.0,Laura Kutt,04/18/16,439375.0,ModelSEED,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Brucellaceae,Ochrobactrum,Ochrobactrum anthropi,Ochrobactrum_anthropi.json,Ochrobactrum anthropi ATCC 49188,kb|g.1468,Ochrobactrum_anthropi,species
Odoribacter laneus YIT 12061,Odoribacter laneus YIT 12061 (742817.3),Obligate anaerobe,"Asaccharolytic, Fermentative",Negative,Commensal,788.0,2304.0,1363.0,chenry,04/15/16,742817.0,ModelSEED,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Odoribacteraceae,Odoribacter,Odoribacter laneus,Odoribacter_laneus.json,Odoribacter laneus YIT 12061,kb|g.27487,Odoribacter_laneus,species
"Odoribacter splanchnicus 1651/6, DSM 20712",Odoribacter splanchnicus DSM 20712 (709991.3),Obligate anaerobe,"Saccharolytic, fermentative",Negative,Commensal,688.0,1131.0,946.0,Eugen Bauer,08/03/14,709991.0,ModelSEED,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Odoribacteraceae,Odoribacter,Odoribacter splanchnicus,Odoribacter_splanchnicus.json,"Odoribacter splanchnicus 1651/6, DSM 20712",,Odoribacter_splanchnicus,species
Olsenella profusa F019501,,Obligate anaerobe,"Saccharolytic, fermentative",Positive,Commensal,670.0,1257.0,948.0,chenry,04/15/16,1125712.0,ModelSEED,Bacteria,Actinobacteria,Coriobacteriia,Coriobacteriales,Atopobiaceae,Olsenella,Olsenella profusa,Olsenella_profusa.json,Olsenella profusa F019501,kb|g.207382,Olsenella_profusa,species
Olsenella uli DSM 7084,Olsenella uli DSM 7084 (633147.4),Obligate anaerobe,"Saccharolytic, fermentative",Positive,Opportunistic pathogen,599.0,1145.0,912.0,chenry,04/15/16,633147.0,ModelSEED,Bacteria,Actinobacteria,Coriobacteriia,Coriobacteriales,Atopobiaceae,Olsenella,Olsenella uli,Olsenella_uli.json,Olsenella uli DSM 7084,kb|g.2670,Olsenella_uli,species
Oribacterium sinus F0268,Oribacterium sinus F0268 (585501.3),Obligate anaerobe,"Saccharolytic, fermentative",Positive,,595.0,1164.0,896.0,Laura Kutt,04/18/16,585501.0,ModelSEED,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Oribacterium,Oribacterium sinus,Oribacterium_sinus.json,Oribacterium sinus F0268,kb|g.2530,Oribacterium_sinus,species
,,Obligate anaerobe,"Asaccharolytic, uses oxalate as sole energy source",Negative,Probiotic,,,,Ines Thiele,06/25/12,,ModelSEED,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,Oxalobacter,Oxalobacter formigenes,Oxalobacter_formigenes.json,,,Oxalobacter_formigenes,species
Paenibacillus alvei DSM 29,Paenibacillus alvei DSM 29 (1206781.3),Facultative anaerobe,Saccharolytic,Variable,,1305.0,1573.0,1153.0,Laura Kutt,04/18/16,1206781.0,ModelSEED,Bacteria,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Paenibacillus,Paenibacillus alvei,Paenibacillus_alvei.json,Paenibacillus alvei DSM 29,kb|g.25496,Paenibacillus_alvei,species
Paenibacillus barengoltzii G22,Paenibacillus barengoltzii G22 (1235795.3),,,,,1063.0,1505.0,1133.0,Laura Kutt,04/18/16,1235795.0,Kbase,Bacteria,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Paenibacillus,Paenibacillus barengoltzii,Paenibacillus_barengoltzii.json,Paenibacillus barengoltzii G22,kb|g.31355,Paenibacillus_barengoltzii,species
Paenibacillus daejeonensis DSM 15491,Paenibacillus daejeonensis DSM 15491 (1122917.3),Facultative anaerobe,"Saccharolytic, fermentative",Variable,,1233.0,1509.0,1152.0,Laura Kutt,04/18/16,1122917.0,Kbase,Bacteria,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Paenibacillus,Paenibacillus daejeonensis,Paenibacillus_daejeonensis.json,Paenibacillus daejeonensis DSM 15491,kb|g.29647,Paenibacillus_daejeonensis,species
Paenibacillus lactis 154,Paenibacillus lactis 154 (743719.3),Aerobe,"Saccharolytic, fermentative",Negative,,1213.0,1562.0,1160.0,Laura Kutt,04/18/16,743719.0,Kbase,Bacteria,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Paenibacillus,Paenibacillus lactis,Paenibacillus_lactis.json,Paenibacillus lactis 154,kb|g.27495,Paenibacillus_lactis,species
Clostridium sordellii ATCC 9714,,Obligate anaerobe,"Saccharolytic, fermentative",Positive,,1303.0,1274.0,994.0,Laura Kutt,04/18/16,1292036.0,ModelSEED,Bacteria,Firmicutes,Clostridia,Clostridiales,Peptostreptococcaceae,Paeniclostridium,Paeniclostridium sordellii,Paeniclostridium_sordellii.json,Clostridium sordellii ATCC 9714,kb|g.209151,Paeniclostridium_sordellii,species
Pantoea agglomerans IG1,Pantoea agglomerans IG1 (1110694.4),Facultative anaerobe,"fermentative, respiratory",Negative,,1229.0,1757.0,1207.0,,,1110694.0,Kbase,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Erwiniaceae,Pantoea,Pantoea agglomerans,Pantoea_agglomerans.json,Pantoea agglomerans IG1,kb|g.24285,Pantoea_agglomerans,species
Parabacteroides distasonis ATCC 8503,Parabacteroides distasonis ATCC 8503 (435591.13),Nanaerobe,"Saccharolytic, fermentative",Negative,Commensal,845.0,2519.0,1459.0,Eugen Bauer,08/03/14,435591.0,Kbase,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Tannerellaceae,Parabacteroides,Parabacteroides distasonis,Parabacteroides_distasonis.json,Parabacteroides distasonis ATCC 8503,,Parabacteroides_distasonis,species
Parabacteroides goldsteinii dnLKV18,Parabacteroides goldsteinii dnLKV18 (1235789.3),Obligate anaerobe,"Saccharolytic, fermentative",Negative,Commensal,949.0,1345.0,1056.0,chenry,04/15/16,1235789.0,ModelSEED,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Tannerellaceae,Parabacteroides,Parabacteroides goldsteinii,Parabacteroides_goldsteinii.json,Parabacteroides goldsteinii dnLKV18,kb|g.31352,Parabacteroides_goldsteinii,species
Parabacteroides gordonii DSM 23371,,Obligate anaerobe,"Saccharolytic, fermentative",Negative,,831.0,1308.0,1028.0,chenry,04/15/16,1122931.0,ModelSEED,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Tannerellaceae,Parabacteroides,Parabacteroides gordonii,Parabacteroides_gordonii.json,Parabacteroides gordonii DSM 23371,kb|g.207225,Parabacteroides_gordonii,species
Parabacteroides johnsonii DSM 18315,Parabacteroides johnsonii DSM 18315 (537006.5),Nanaerobe,"Saccharolytic, fermentative",Negative,Commensal,751.0,2446.0,1386.0,Ines Thiele,04/20/12,537006.0,ModelSEED,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Tannerellaceae,Parabacteroides,Parabacteroides johnsonii,Parabacteroides_johnsonii.json,Parabacteroides johnsonii DSM 18315,,Parabacteroides_johnsonii,species
Parabacteroides merdae ATCC 43184,Parabacteroides merdae ATCC 43184 (411477.4),Nanaerobe,"Saccharolytic, fermentative",Negative,Commensal,732.0,2474.0,1396.0,Ines Thiele,04/20/12,411477.0,ModelSEED,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Tannerellaceae,Parabacteroides,Parabacteroides merdae,Parabacteroides_merdae.json,Parabacteroides merdae ATCC 43184,,Parabacteroides_merdae,species
Bacteroides sp. 20_3,Bacteroides sp. 20_3 (469591.4),Nanaerobe,"Saccharolytic, fermentative",Negative,Commensal,795.0,1196.0,967.0,Ines Thiele,06/29/12,469591.0,Kbase,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Tannerellaceae,Parabacteroides,Parabacteroides sp. 20_3,Parabacteroides_sp__20_3.json,Bacteroides sp. 20_3,,Parabacteroides_sp__20_3,species
Bacteroides sp. 2_1_7,Bacteroides sp. 2_1_7 (457388.5),Nanaerobe,"Saccharolytic, fermentative",Negative,Commensal,799.0,2399.0,1404.0,Ines Thiele,04/20/12,457388.0,Kbase,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Tannerellaceae,Parabacteroides,Parabacteroides sp. 2_1_7,Parabacteroides_sp__2_1_7.json,Bacteroides sp. 2_1_7,,Parabacteroides_sp__2_1_7,species
Parabacteroides sp. D13,Parabacteroides sp. D13 (563193.3),Nanaerobe,"Saccharolytic, fermentative",Negative,Commensal,824.0,2374.0,1395.0,Ines Thiele,06/29/12,563193.0,Kbase,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Tannerellaceae,Parabacteroides,Parabacteroides sp. D13,Parabacteroides_sp__D13.json,Parabacteroides sp. D13,,Parabacteroides_sp__D13,species
Paenibacillus graminis C4D1M,,Facultative anaerobe,"Saccharolytic, fermentative",Positive,,1534.0,1769.0,1241.0,Laura Kutt,04/18/16,396598.0,Kbase,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Paraburkholderia,Paraburkholderia graminis,Paraburkholderia_graminis.json,Paenibacillus graminis C4D1M,kb|g.1267,Paraburkholderia_graminis,species
Clostridium bifermentans ATCC 19299,,Obligate anaerobe,"Saccharolytic, fermentative, proteolytic",Positive,,767.0,1256.0,974.0,Laura Kutt,04/18/16,1233170.0,ModelSEED,Bacteria,Firmicutes,Clostridia,Clostridiales,Peptostreptococcaceae,Paraclostridium,Paraclostridium bifermentans,Paraclostridium_bifermentans.json,Clostridium bifermentans ATCC 19299,kb|g.208271,Paraclostridium_bifermentans,species
Paracoccus yeei ATCC BAA-599,,Aerobe,Respiratory,Negative,Pathogen,1140.0,1525.0,1140.0,Laura Kutt,04/19/16,1446473.0,Kbase,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Paracoccus,Paracoccus yeei,Paracoccus_yeei.json,Paracoccus yeei ATCC BAA-599,kb|g.242186,Paracoccus_yeei,species
Paraprevotella clara YIT 11840,Paraprevotella clara YIT 11840 (762968.3),Obligate anaerobe,"Saccharolytic, fermentative",Negative,,743.0,1946.0,1285.0,Laura Kutt,04/17/16,762968.0,Kbase,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Paraprevotella,Paraprevotella clara,Paraprevotella_clara.json,Paraprevotella clara YIT 11840,kb|g.27713,Paraprevotella_clara,species
Paraprevotella xylaniphila YIT 11841,Paraprevotella xylaniphila YIT 11841 (762982.3),Obligate anaerobe,"Saccharolytic, fermentative",Negative,,668.0,1098.0,894.0,Laura Kutt,04/17/16,762982.0,Kbase,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Paraprevotella,Paraprevotella xylaniphila,Paraprevotella_xylaniphila.json,Paraprevotella xylaniphila YIT 11841,kb|g.3278,Paraprevotella_xylaniphila,species
Parasutterella excrementihominis YIT 11859,Parasutterella excrementihominis YIT 11859 (762966.3),Facultative anaerobe,"Fermentative, respiratory",Negative,,651.0,1080.0,912.0,Laura Kutt,04/19/16,762966.0,ModelSEED,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Sutterellaceae,Parasutterella,Parasutterella excrementihominis,Parasutterella_excrementihominis.json,Parasutterella excrementihominis YIT 11859,kb|g.3277,Parasutterella_excrementihominis,species
Parvimonas micra ATCC 33270,Parvimonas micra ATCC 33270 (411465.10),Obligate anaerobe,"Asaccharolytic, proteolytic, fermentative",Positive,Commensal,375.0,726.0,636.0,Ines Thiele,06/25/12,411465.0,ModelSEED,Bacteria,Firmicutes,Tissierellia,Tissierellales,Peptoniphilaceae,Parvimonas,Parvimonas micra,Parvimonas_micra.json,Parvimonas micra ATCC 33270,,Parvimonas_micra,species
,,Obligate anaerobe,"Saccharolytic, respiratory or fermentative",Positive,Commensal,,,,Ines Thiele,06/29/12,,ModelSEED,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Pediococcus,Pediococcus acidilactici,Pediococcus_acidilactici.json,,,Pediococcus_acidilactici,species
Pediococcus pentosaceus ATCC 25745,Pediococcus pentosaceus ATCC 25745 (278197.10),Facultative anaerobe,"Saccharolytic, fermentative or respiratory",Positive,,568.0,1076.0,826.0,Laura Kutt,04/18/16,278197.0,ModelSEED,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Pediococcus,Pediococcus pentosaceus,Pediococcus_pentosaceus.json,Pediococcus pentosaceus ATCC 25745,kb|g.647,Pediococcus_pentosaceus,species
Clostridium hiranonis TO-931 DSM 13275,Clostridium hiranonis DSM 13275 (500633.7),Obligate anaerobe,"Saccharolytic, fermentative",Positive,Commensal,574.0,1258.0,1011.0,Ines Thiele,08/06/12,89152.0,Kbase,Bacteria,Firmicutes,Clostridia,Clostridiales,Peptostreptococcaceae,Peptacetobacter,Peptacetobacter hiranonis,Peptacetobacter_hiranonis.json,Clostridium hiranonis TO-931 DSM 13275,,Peptacetobacter_hiranonis,species
