,Treatment,Rep,Sequencing Run,Plate,Row,Column,OD,Acetate,Butyrate,Lactate,Succinate,ER,FP,AC,HB,CC,RI,DP,BH,CA,PC,DL,CG,BF,EL,CH,BO,BT,BU,BV,BC,BY,PJ,DF,BL,BP,BA,BA Fraction,CA Fraction,BT Fraction,BU Fraction,PC Fraction,AC Fraction,BH Fraction,CC Fraction,CG Fraction,ER Fraction,DP Fraction,EL Fraction,BY Fraction,BF Fraction,CD Fraction,RI Fraction,BP Fraction,BV Fraction,CH Fraction,DF Fraction,CS Fraction,PJ Fraction,FP Fraction,EH Fraction,EC Fraction,BC Fraction,HB Fraction,BO Fraction,DL Fraction,BL Fraction,B.cereus Fraction,Total,Unclassified,Contamination?,Experiment No.,Peak30,Peak32,Peak35,Peak41,pH
879,FP-AC-RI,0,MiSeqOSV006,6,C,9,1.16934,25.4043,15.1119,50.2519,0,0,1,1,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000185908,0,0,0.000743633,0.00204499,0,0.993307306,0,0.000185908,0,0,0.000185908,0,0.002602714,0,0,0,0,0,0,0.000371816,0,0,0,0.000185908,0,0,0,0,0.000185908,5381,2,Yes,9,,,,,
880,FP-AC-RI,1,MiSeqOSV006,6,D,9,2.916,25.8972,24.8613,55.757,0,0,1,1,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001461513,0.00016239,0,0.994153946,0,0,0.000324781,0,0.000324781,0,0.001461513,0,0,0,0,0,0,0,0.001948685,0,0,0,0,0,0,0,0.00016239,6159,1,Yes,9,,,,,
881,FP-AC-RI,2,MiSeqOSV006,6,E,9,2.999,24.6445,23.6236,48.9528,0,0,1,1,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000911369,0,0.000227842,0.001594896,0,0.989519253,0.000227842,0,0.000455685,0,0.000227842,0.000227842,0.001594896,0,0,0,0,0.000683527,0,0,0.002734108,0,0,0.000227842,0,0.000455685,0.000455685,0,0.000455685,4391,2,Yes,9,,,,,
882,FP-RI-CC,0,MiSeqOSV006,6,F,9,1.24504,20.7614,16.6663,62.1706,0,0,1,0,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001499572,0,0.995929734,0,0,0.000214225,0,0.000214225,0.000214225,0.001071123,0,0,0,0,0.000214225,0,0.000214225,0,0,0,0,0,0,0.000428449,0,0,4669,1,No,9,,,,,
883,FP-RI-CC,1,MiSeqOSV006,6,G,9,2.484,25.0635,20.9193,59.2691,1.1312,0,1,0,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000366905,0.000917263,0.000183453,0.995597138,0,0,0.000550358,0,0,0,0.000917263,0,0,0,0,0.000366905,0,0,0.001100715,0,0,0,0,0,0,0,0,5451,0,No,9,,,,,
884,FP-RI-CC,2,MiSeqOSV006,6,H,9,2.387,23.6495,19.3622,53.0156,1.7229,0,1,0,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000364232,0.003642324,0,0.99235112,0.000364232,0.000364232,0.000182116,0.000182116,0.000182116,0,0.000364232,0,0,0,0.000182116,0,0,0,0.001639046,0,0,0,0,0,0.000182116,0,0,5492,1,No,9,,,,,
885,COMM7,0,MiSeqOSV006,6,A,10,1.06244,34.987,0.8097,49.112,0,1,1,1,,1,1,1,1,0,0,1,0,0,1,0,0,0,0,1,0,1,1,1,1,0,1,0,0,0.000389257,0,0.000194628,0.000194628,0,0.025107046,0,0.00116777,0.012066952,0.01012067,0.143830284,0,0.000778513,0,0,0.015375633,0,0.021798365,0,0.00330868,0,0,0,0,0,0,0.765667575,0,0,5143,5,No,9,,,,,
886,COMM7,1,MiSeqOSV006,6,B,10,1.934,51.673,2.5088,53.8941,0,1,1,1,,1,1,1,1,0,0,1,0,0,1,0,0,0,0,1,0,1,1,1,1,0,1,0.003021148,0,0,0,0,0.000318016,0.000159008,0.03164255,0,0.019080935,0.01796788,0.014310701,0.258387661,0,0.001113055,0,0,0.022102083,0,0.029893465,0,0.007632374,0,0,0,0,0,0.000318016,0.593576085,0.000318016,0.000159008,6299,10,No,9,,,,,
887,COMM7,2,MiSeqOSV006,6,C,10,2.036,41.3098,0,56.5625,0,1,1,1,,1,1,1,1,0,0,1,0,0,1,0,0,0,0,1,0,1,1,1,1,0,1,0.005138586,0,0.000311429,0,0,0.000778574,0.000155715,0.017907194,0.000155715,0.018841482,0.028028652,0.01712862,0.21099346,0,0.000778574,0,0,0.026938648,0,0.026782934,0,0.006540019,0.000311429,0,0,0.000155715,0,0,0.638741825,0.000311429,0,6438,16,No,9,,,,,
888,COMM8,0,MiSeqOSV006,6,D,10,2.144,0,37.8192,18.7324,0,1,1,1,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000361141,0.00012038,0.00012038,0.993499458,0.000361141,0.000842663,0.00012038,0.00012038,0.000361141,0.00012038,0,0.00012038,0.001685326,0,0,0.000361141,0.00012038,0,0,0.000240761,0.000240761,0,0,0,0,0.000481522,0.000481522,0,0.000240761,8309,2,No,9,,,,,
889,COMM8,1,MiSeqOSV006,6,E,10,2.404,0,32.5009,26.5047,0,1,1,1,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.996064184,0,0.001059643,0,0.000302755,0.000151378,0,0,0.000151378,0.001059643,0,0,0,0,0.000454133,0,0.000302755,0,0,0,0,0,0.000151378,0,0,0.000302755,6607,1,No,9,,,,,
890,COMM8,2,MiSeqOSV006,6,F,10,2.488,0,35.0117,24.345,0,1,1,1,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000165017,0,0.989273927,0,0.001980198,0,0.00049505,0.00049505,0.000330033,0,0.000165017,0.000660066,0,0,0,0,0.005775578,0,0,0,0,0,0,0,0.000330033,0.000165017,0,0.000165017,6062,2,No,9,,,,,
891,ER,0,MiSeqOSV006,6,A,11,1.813,20.9945,13.203,49.9394,0,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000222469,0,0.998442714,0.000222469,0.000222469,0,0.000222469,0,0,0.000222469,0,0,0.000222469,0,0,0,0,0,0,0,0,0,0.000222469,0,0,0,4497,2,Yes,9,,,,,
892,FP,0,MiSeqOSV006,6,B,11,0.021,0,0,30.2471,0,0,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.034482759,0,0.045977011,0,0.011494253,0.011494253,0,0,0,0.057471264,0,0,0.011494253,0,0,0,0,0.804597701,0,0,0,0,0,0,0.011494253,0.011494253,87,0,No,9,,,,,
893,RI,0,MiSeqOSV006,6,C,11,1.81,23.6148,13.763,47.4291,0,0,0,0,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000188005,0.000376011,0,0.995863884,0,0,0.000564016,0.000376011,0.000376011,0,0.001504042,0,0,0,0,0,0,0.000376011,0,0,0,0,0,0,0,0.000188005,0.000188005,5323,4,Yes,9,,,,,
894,BH,0,MiSeqOSV006,6,D,11,0.475,5.81,0,61.7996,0,0,0,0,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000417014,0.242285238,0.000556019,0,0.000139005,0,0.000139005,0.000139005,0,0.000556019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000139005,0.755629691,7200,6,Yes,9,,,,,
895,DP,0,MiSeqOSV006,6,E,11,0.296,19.896,0,17.6504,0,0,0,0,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000445898,0.000297265,0,0,0.002526754,0,0.00059453,0.000148633,0,0.985434007,0.000297265,0.000297265,0.000148633,0.000297265,0,0,0.000297265,0,0.000297265,0,0.001040428,0,0,0,0.000297265,0,0.000148633,0.000445898,0,0.006985731,6728,0,No,9,,,,,
896,PJ,0,MiSeqOSV006,6,F,11,1.759,2.7303,31.5818,11.2444,6.7907,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.167538023,0,0.000475285,0,0,0,0.000237643,0,0,0.00095057,0,0,0,0,0.000237643,0,0.829372624,0,0,0,0,0,0,0.000475285,0,0.000712928,4210,2,Yes,9,,,,,
897,AC,0,MiSeqOSV006,6,G,11,1.958,1.9538,30.6527,28.791,0,0,0,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.997589998,0,0.000150625,0.00030125,0,0.0006025,0,0,0,0.0006025,0,0,0,0,0,0,0.000150625,0,0,0,0.000451875,0,0.000150625,0,0,0,6639,0,No,9,,,,,
898,CC,0,MiSeqOSV006,6,H,11,1.979,21.8948,13.6107,45.2258,0,0,0,0,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000362516,0.000181258,0.998187421,0,0.000362516,0,0,0.000181258,0,0.000362516,0,0,0,0,0.000181258,0,0,0,0,0,0,0,0.000181258,0,0,0,5520,3,No,9,,,,,
899,BV,0,MiSeqOSV006,6,A,12,1.287,13.3532,0,35.2061,18.8803,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.000207168,0,0.000621504,0.000414336,0.000414336,0,0,0,0,0.00103584,0,0.000207168,0.996685312,0,0,0,0,0,0,0,0.000207168,0,0,0,0,0.000207168,4829,2,No,9,,,,,
900,DL,0,MiSeqOSV006,6,B,12,1.22414,44.312,0,48.0622,0,0,0,0,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000217865,0,0,0.000217865,0.000217865,0.000217865,0.00043573,0.00043573,0.000217865,0.000217865,0.00043573,0.000217865,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00043573,0.996514161,0,0.000217865,4590,0,No,9,,,,,
901,BY,0,MiSeqOSV006,6,C,12,0.934,0,0,61.0518,5.0446,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.000216216,0,0.000216216,0,0,0.000216216,0,0.000432432,0,0.000216216,0.000216216,0.000432432,0.996324324,0,0.000864865,0,0,0.000216216,0,0,0,0.000216216,0,0,0,0,0,0.000216216,0,0,0.000216216,4625,0,No,9,,,,,
902,BL,0,MiSeqOSV006,6,D,12,0.411,4.3153,0,60.2459,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.000247617,0,0.000371425,0,0.000371425,0.000371425,0.000123808,0.000247617,0,0.000866658,0,0,0.000123808,0,0,0,0,0,0,0,0.000371425,0,0.000123808,0.000247617,0.027114027,0.969419339,8088,11,Yes,9,,,,,
903,DF,0,MiSeqOSV006,6,E,12,0.654,21.814,0,25.6029,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.00405771,0.000450857,0.000901713,0,0,0.000676285,0,0.001127142,0.000225428,0.000225428,0.000225428,0.00270514,0.000450857,0.000450857,0.001577998,0,0,0.000225428,0,0.984896303,0,0,0,0,0,0.000450857,0,0.000450857,0.000676285,0,0.000225428,4438,2,No,9,,,,,
904,BA,0,MiSeqOSV006,6,F,12,1.167,44.6753,0,53.4092,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.982307049,0,0,0,0,0,0,0.000278629,0.000696573,0.000278629,0.000139315,0.000139315,0,0,0.000557258,0,0,0,0,0.000139315,0,0.000139315,0,0,0,0.000139315,0,0.000139315,0,0,0.015045974,7181,3,Yes,9,,,,,
905,EL,0,MiSeqOSV006,6,G,12,0.244,0,0,30.9529,0.9664,0,0,0,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000562641,0,0,0.000187547,0,0.000562641,0.000375094,0.000562641,0.000375094,0.99456114,0.000187547,0,0.000750188,0.000187547,0,0.000187547,0.000187547,0.000375094,0,0,0,0,0.000187547,0,0,0.000562641,0.000187547,0,0,5333,1,No,9,,,,,
906,BV-BF-BA-ER,0,MiSeqOSV007,7,A,1,1.5396,0,0.2746,37.1157,15.8346,1,0,0,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0.164982607,0,0.000165645,0.000165645,0.000828226,0.000165645,0,0.000662581,0.000165645,0.063773397,0,0,0,0.721053503,0,0,0,0.047374524,0,0,0,0.000165645,0,,0,0.000496936,0,0,0,0,0,6072,35,No,10,,,,,
907,BY-CH-CG-ER,0,MiSeqOSV007,7,B,1,1.8666,20.9606,3.026492,30.3443,15.302,1,0,0,,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0.000127356,0.000127356,0.000127356,0,0.002674478,0.000254712,0,0.00063678,0.135506877,0.212302598,0,0,0.467906266,0,0,0.000382068,0,0,0.17969944,0,0,0,0.000127356,,0,0,0,0.000127356,0,0,0,7884,32,No,10,,,,,
908,BV-BC-FP-ER,0,MiSeqOSV007,7,C,1,2.0686,14.6687,4.4873241,24.9776,16.6768,1,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0.002920902,0.005491296,0.004673443,0.00268723,0.038555906,0.045799743,0.003037738,0.011566772,0.144876738,0.085056665,0.020329478,0.001869377,0.061105269,0.000116836,0.000467344,0,0.056548662,0.015422362,0.013436149,0,0.000467344,0.001518869,,0,0.460334151,0,0.005257624,0.0184601,0,0,8666,107,Yes,10,,,,,
909,BY-CA-FP-ER,0,MiSeqOSV007,7,D,1,1.8766,13.7947,3.1111571,42.4138,14.0836,1,1,0,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.172049539,0.000121418,0.000121418,0.002064109,0,0,0.000242836,0,0.22353084,0,0,0.596406022,0.000242836,0.000242836,0,0,0,0.000364254,0,0,0,0.004128218,,0,0,0,0,0.000364254,0,0.000121418,8258,22,No,10,,,,,
910,DP-AC-ER-DF,0,MiSeqOSV007,7,E,1,1.2776,22.0005,18.8704903,38.4455,0,1,0,1,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.000114613,0,0.001719198,0,0.000802292,0.516561605,0,0.001260745,0,0.122063037,0.07965616,0.000114613,0.000114613,0.000229226,0,0,0,0,0.000114613,0.275988539,0,0,0.000114613,,0,0,0,0,0.000916905,0.000229226,0,8754,29,No,10,,,,,
911,AC-CG-ER-DL,0,MiSeqOSV007,7,F,1,2.0966,24.5101,33.3040666,22.9357,0,1,0,1,,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000127356,0,0,0,0.001146205,0.433520122,0,0.000509424,0.048140601,0.047885889,0,0,0.000382068,0,0.000127356,0,0,0,0.000127356,0.000127356,0,0,0.000127356,,0,0,0,0,0.46777891,0,0,7905,53,No,10,,,,,
912,BV-BT-ER-CC,0,MiSeqOSV007,7,G,1,2.0476,24.6935,9.1351309,40.5742,11.4069,1,0,0,,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0.000381194,0,0.494790343,0.000127065,0.003811944,0.000381194,0.000127065,0.386022872,0,0.060864041,0,0,0,0.000381194,0.00025413,0.000127065,0,0.052350699,0,0.000127065,0,0.000127065,0,,0,0.000127065,0,0,0,0,0,7899,29,No,10,,,,,
913,BH-CG-ER-CC,0,MiSeqOSV007,7,H,1,1.9896,30.7021,19.9642414,54.7418,0,1,0,0,,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000113636,0,0.001136364,0.000454545,0,0.748636364,0.192386364,0.05625,0,0,0.000227273,0.000113636,0.000227273,0,0,0,0,0,0,0,0.000113636,,0,0,0,0.000113636,0.000113636,0,0.000113636,8851,51,No,10,,,,,
914,BV-BC-ER-RI,0,MiSeqOSV007,7,A,2,2.0856,26.2203,5.3587934,32.516,22.6743,1,0,0,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0.000179824,0,0.000719295,0.000179824,0,0.000179824,0,0.251393634,0,0,0.000179824,0,0.000359648,0,0,0.081280345,0,0,0,0,0,,0,0.665347959,0,0.000179824,0,0,0,5579,18,No,10,,,,,
915,BH-ER-RI-DF,0,MiSeqOSV007,7,B,2,1.4936,9.7153,20.7549131,35.6471,1.4953,1,0,0,,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.003792668,0.000379267,0,0.000884956,0.000252845,0.461188369,0,0,0.000252845,0,0.000379267,0.041719343,0,0,0,0.490771176,0,0.000126422,0,,0,0,0,0.000126422,0.000126422,0,0,7968,58,No,10,,,,,
916,BY-BA-CA-FP,0,MiSeqOSV007,7,C,2,1.7026,26.8582,0.3338943,46.0978,10.5722,0,1,0,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0.253092075,0.231905634,0,0,0.004008246,0.000114521,0,0.000114521,0.000114521,0,0,0,0.507672927,0.000687128,0.000114521,0,0,0.000114521,0,0.000114521,0,0,0.00171782,,0,0.000229043,0,0,0,0,0,8739,7,No,10,,,,,
917,PJ-BU-FP-DL,0,MiSeqOSV007,7,D,2,1.3066,31.1672,0.2746,40.9493,0,0,1,0,,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0.277259303,0.001181335,0.0003544,0,0.000590667,0,0.0003544,0,0,0.000236267,0,0.000590667,0,0,0,0.000236267,0.000118133,0,0.025634968,0.001063201,,0,0,0,0,0.69238039,0,0,8513,48,No,10,,,,,
918,BV-BC-FP-AC,0,MiSeqOSV007,7,E,2,2.2196,8.0968,32.7679869,11.3872,17.2819,0,1,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0.001040428,0,0.003121284,0,0.001337693,0.569262782,0,0.002080856,0,0.000445898,0.000148633,0,0,0.000445898,0,0,0,0.086058264,0,0.000297265,0,0,0.002378121,,0,0.333085612,0,0,0,0.000297265,0,6772,44,No,10,,,,,
919,DP-BA-FP-AC,0,MiSeqOSV007,7,F,2,1.3836,27.1946,10.4248869,44.4645,2.4304,0,1,1,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.518171429,0,0.000342857,0,0.000914286,0.4216,0,0.000114286,0.000571429,0.000342857,0.055428571,0,0.000114286,0,0,0,0,0.000114286,0,0.000114286,0,0,0.001714286,,0,0.000342857,0,0,0,0.000114286,0,8767,17,No,10,,,,,
920,BT-BL-FP-CC,0,MiSeqOSV007,7,G,2,2.4296,33.5077,6.4615392,54.9729,10.675,0,1,0,,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.505554774,0,0.003375053,0.000281254,0,0.387146674,0.000140627,0.000421882,0,0,0,0.000140627,0,0.000140627,0,0,0,0.000281254,0,0,0.001125018,,0,0.000703136,0,0,0.000281254,0.100407819,0,7151,40,No,10,,,,,
921,PJ-BY-FP-CC,0,MiSeqOSV007,7,H,2,1.4826,19.5986,10.6438095,44.5281,0,0,1,0,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0.000125376,0,0.000125376,0,0.000752257,0.001253761,0,0.639418255,0.000752257,0,0,0,0.337136409,0,0.000501505,0,0,0,0,0,0,0.015170512,0.004388164,,0,0,0,0,0.000250752,0.000125376,0,8009,33,No,10,,,,,
922,BV-BC-FP-RI,0,MiSeqOSV007,7,A,3,1.8696,17.7205,0.2746,28.3758,24.3509,0,1,0,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0.000154321,0,0.000308642,0.000154321,0.000925926,0,0,0.000617284,0,0,0,0,0,0.000308642,0.000154321,0.000154321,0,0.186111111,0,0.000154321,0,0,0.002777778,,0,0.808179012,0,0,0,0,0,6561,81,No,10,,,,,
923,FP-CH-BH-RI,0,MiSeqOSV007,7,B,3,1.5566,8.3899,17.8970958,34.6027,0,0,1,0,,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000131492,0.004470743,0.000131492,0.001446417,0.000262985,0.000262985,0.000394477,0.000262985,0,0,0,0.000131492,0.99026956,0,0.000131492,0.001446417,0.000262985,0,0.000131492,0.000262985,,0,0,0,0,0,0,0,7609,4,No,10,,,,,
924,AC-BH-CG-DF,0,MiSeqOSV007,7,C,3,2.1636,16.7409,32.0412505,0,0,0,0,1,,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.002438741,0.565091162,0,0.000232261,0.078155847,0.000348392,0,0,0.000116131,0,0.000348392,0.000232261,0,0,0,0.352920683,0,0,0.000116131,,0,0,0,0,0,0,0,8630,19,No,10,,,,,
925,BA-CH-AC-BH,0,MiSeqOSV007,7,D,3,1.8326,23.2135,28.2110553,16.8382,0,0,0,1,,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.124259006,0.000113999,0,0,0.002621979,0.45371637,0.000113999,0.30380757,0,0.000911993,0,0,0.000227998,0,0.000569995,0.000455996,0,0,0.113087095,0.000113999,0,0,0,,0,0,0,0,0,0,0,8816,44,Yes,10,,,,,
926,BF-BL-AC-CC,0,MiSeqOSV007,7,E,3,2.5126,15.2223,28.5353728,18.5002,8.8087,0,0,1,,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0.001132118,0,0,0.000226424,0.001584965,0.264349598,0,0.241254387,0,0.000905695,0,0,0.000113212,0.467225178,0,0.000113212,0.000226424,0.000113212,0,0,0,0,0.000905695,,0,0,0,0,0,0.021736669,0.000113212,8907,74,No,10,,,,,
927,BY-AC-CG-CC,0,MiSeqOSV007,7,F,3,2.8046,20.3421,37.258508,26.0234,0,0,0,1,,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.000120802,0.000120802,0,0.000845615,0.001570428,0.502536845,0,0.318434404,0.059434646,0.000845615,0,0,0.115245228,0,0.000120802,0,0,0,0,0.000362406,0,0,0.000241604,,0,0,0,0,0.000120802,0,0,8346,68,No,10,,,,,
928,BA-BP-AC-RI,0,MiSeqOSV007,7,G,3,1.2786,5.1181,38.3704916,21.4406,0,0,0,1,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.241867891,0,0.000399122,0,0.002993414,0.741169427,0,0.000199561,0.000199561,0.000997805,0.000199561,0,0,0.000399122,0,0,0.009978048,0.000598683,0,0.000199561,0,0,0.000598683,,0,0,0,0,0.000199561,0,0,5011,0,No,10,,,,,
929,CH-AC-CG-RI,0,MiSeqOSV007,7,H,3,1.7436,15.5842,39.6468992,0,0,0,0,1,,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.000460458,0,0,0,0.001726718,0.544606884,0,0.000690687,0.360308507,0.000345344,0,0,0,0,0.000345344,0.000230229,0,0,0.090825371,0,0,0.000115115,0.000230229,,0.000115115,0,0,0,0,0,0,8715,28,No,10,,,,,
930,BF-BT-BL-CC,0,MiSeqOSV007,7,A,4,2.3686,33.6099,5.0255033,50.2773,15.5019,0,0,0,,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0.00019516,0.332943013,0.00019516,0,0.00019516,0,0.295081967,0,0,0,0,0,0.318110851,0,0,0,0.00234192,0,0,0.00019516,0,0.00019516,,0,0.014246682,0,0,0,0.035323966,0.0009758,5153,29,Yes,10,,,,,
931,BY-CA-BH-CC,0,MiSeqOSV007,7,B,4,2.3706,18.844,6.3325194,48.6352,8.0442,0,0,0,,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.171311937,0,0.000140766,0,0.000140766,0,0.511261261,0.000281532,0.000281532,0.000140766,0,0.313203829,0,0.001407658,0,0,0,0.000281532,0,0.00098536,0,0,,0,0,0,0,0.000140766,0,0.000422297,7128,24,No,10,,,,,
932,BF-BT-RI-CC,0,MiSeqOSV007,7,C,4,1.9066,20.296,5.3865952,37.8057,14.8955,0,0,0,,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.345666424,0,0,0.000728332,0,0.293517844,0,0.000291333,0,0,0,0.358485069,0,0.000291333,0,0.000145666,0,0,0,0,0,,0,0.000291333,0,0,0.000291333,0,0.000291333,6885,20,No,10,,,,,
933,BY-DP-RI-CC,0,MiSeqOSV007,7,D,4,1.4106,19.8955,3.3949432,29.0617,7.4843,0,0,0,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.000302755,0.00060551,0,0.500908265,0,0,0.054950045,0,0.441416894,0,0.000151378,0.000454133,0,0.000151378,0,0.000151378,0.000454133,0,0,,0,0,0,0,0.000151378,0,0.000302755,6620,14,No,10,,,,,
934,BU-CA-EL-RI,0,MiSeqOSV007,7,E,4,2.0496,22.1446,0.2746,42.9059,26.4224,0,0,0,,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0.215655409,0,0.678591872,0.001431025,0.001860332,0,0.000143102,0,0.00057241,0.001001717,0.094018317,0,0.000143102,0,0.003720664,0,0.000286205,0,0,0.000286205,0,0.000429307,,0,0.000143102,0,0,0,0,0.00171723,7000,12,No,10,,,,,
935,PC-CH-BH-RI,0,MiSeqOSV007,7,F,4,2.1876,20.5302,0.2746,33.0819,32.7721,0,0,0,,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.00012987,0,0.00025974,0.818311688,0.005324675,0.000779221,0.001948052,0.00038961,0.000649351,0,0,0.00025974,0.00012987,0.00012987,0.10974026,0,0,0.006233766,0,0.00012987,0,0,,0,0,0,0,0,0,0.055584416,7716,16,Yes,10,,,,,
936,DP-FP-AC-ER,0,MiSeqOSV007,7,G,4,1.0876,13.0269,29.4671309,30.3856,0,1,1,1,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00029994,0.00104979,0,0.525494901,0,0.00059988,0,0.23845231,0.215656869,0.00029994,0,0,0.00044991,0,0,0.00014997,0,0,0.00014997,0,0.016946611,,0,0,0,0,0,0,0.00044991,6688,20,No,10,,,,,
937,FP-AC-CG-ER,0,MiSeqOSV007,7,H,4,1.7036,11.8684,42.5572261,0,7.2767,1,1,1,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000267058,0,0,0,0.000133529,0.446120977,0,0.000400588,0.518493791,0.031512886,0,0,0,0,0.000267058,0,0,0,0.000133529,0,0.000267058,0.000133529,0.000934704,,0,0,0,0,0,0,0.001335292,7506,17,No,10,,,,,
